Pathway id	Species	Pathway name
6351060	Arabidopsis thaliana	Synthesis of dolichyl-phosphate-glucose
6379029	Oryza sativa	Synthesis of dolichyl-phosphate-glucose
2142670	Homo sapiens	Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET)
5812774	Sus scrofa	Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET)
5870663	Bos taurus	Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET)
5932369	Canis familiaris	Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET)
5992266	Mus musculus	Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET)
6052774	Rattus norvegicus	Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET)
6097074	Gallus gallus	Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET)
6140308	Taeniopygia guttata	Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET)
6196461	Xenopus tropicalis	Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET)
6273663	Danio rerio	Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET)
6323562	Drosophila melanogaster	Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET)
6351184	Arabidopsis thaliana	Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET)
6379152	Oryza sativa	Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET)
446205	Homo sapiens	Synthesis of GDP-mannose
5695469	Dictyostelium discoideum	Synthesis of GDP-mannose
5699515	Plasmodium falciparum	Synthesis of GDP-mannose
5709510	Schizosaccharomyces pombe	Synthesis of GDP-mannose
5719910	Saccharomyces cerevisiae	Synthesis of GDP-mannose
5752201	Caenorhabditis elegans	Synthesis of GDP-mannose
5812539	Sus scrofa	Synthesis of GDP-mannose
5870423	Bos taurus	Synthesis of GDP-mannose
5932130	Canis familiaris	Synthesis of GDP-mannose
5992020	Mus musculus	Synthesis of GDP-mannose
6052534	Rattus norvegicus	Synthesis of GDP-mannose
6096843	Gallus gallus	Synthesis of GDP-mannose
6140074	Taeniopygia guttata	Synthesis of GDP-mannose
6196232	Xenopus tropicalis	Synthesis of GDP-mannose
6273427	Danio rerio	Synthesis of GDP-mannose
6323375	Drosophila melanogaster	Synthesis of GDP-mannose
6351059	Arabidopsis thaliana	Synthesis of GDP-mannose
6379028	Oryza sativa	Synthesis of GDP-mannose
162710	Homo sapiens	Synthesis of glycosylphosphatidylinositol (GPI)
5695216	Dictyostelium discoideum	Synthesis of glycosylphosphatidylinositol (GPI)
5699380	Plasmodium falciparum	Synthesis of glycosylphosphatidylinositol (GPI)
5709312	Schizosaccharomyces pombe	Synthesis of glycosylphosphatidylinositol (GPI)
5719701	Saccharomyces cerevisiae	Synthesis of glycosylphosphatidylinositol (GPI)
5751844	Caenorhabditis elegans	Synthesis of glycosylphosphatidylinositol (GPI)
5812026	Sus scrofa	Synthesis of glycosylphosphatidylinositol (GPI)
5869897	Bos taurus	Synthesis of glycosylphosphatidylinositol (GPI)
5931602	Canis familiaris	Synthesis of glycosylphosphatidylinositol (GPI)
5991494	Mus musculus	Synthesis of glycosylphosphatidylinositol (GPI)
6052006	Rattus norvegicus	Synthesis of glycosylphosphatidylinositol (GPI)
6096344	Gallus gallus	Synthesis of glycosylphosphatidylinositol (GPI)
6139586	Taeniopygia guttata	Synthesis of glycosylphosphatidylinositol (GPI)
6195720	Xenopus tropicalis	Synthesis of glycosylphosphatidylinositol (GPI)
6272916	Danio rerio	Synthesis of glycosylphosphatidylinositol (GPI)
6322962	Drosophila melanogaster	Synthesis of glycosylphosphatidylinositol (GPI)
6350819	Arabidopsis thaliana	Synthesis of glycosylphosphatidylinositol (GPI)
6378793	Oryza sativa	Synthesis of glycosylphosphatidylinositol (GPI)
2142696	Homo sapiens	Synthesis of Hepoxilins (HX) and Trioxilins (TrX)
5695589	Dictyostelium discoideum	Synthesis of Hepoxilins (HX) and Trioxilins (TrX)
5812772	Sus scrofa	Synthesis of Hepoxilins (HX) and Trioxilins (TrX)
5870661	Bos taurus	Synthesis of Hepoxilins (HX) and Trioxilins (TrX)
5932367	Canis familiaris	Synthesis of Hepoxilins (HX) and Trioxilins (TrX)
5992264	Mus musculus	Synthesis of Hepoxilins (HX) and Trioxilins (TrX)
6052772	Rattus norvegicus	Synthesis of Hepoxilins (HX) and Trioxilins (TrX)
6273661	Danio rerio	Synthesis of Hepoxilins (HX) and Trioxilins (TrX)
6351181	Arabidopsis thaliana	Synthesis of Hepoxilins (HX) and Trioxilins (TrX)
6379149	Oryza sativa	Synthesis of Hepoxilins (HX) and Trioxilins (TrX)
1855183	Homo sapiens	Synthesis of IP2, IP, and Ins in the cytosol
5695569	Dictyostelium discoideum	Synthesis of IP2, IP, and Ins in the cytosol
5699571	Plasmodium falciparum	Synthesis of IP2, IP, and Ins in the cytosol
5709602	Schizosaccharomyces pombe	Synthesis of IP2, IP, and Ins in the cytosol
5719996	Saccharomyces cerevisiae	Synthesis of IP2, IP, and Ins in the cytosol
5752368	Caenorhabditis elegans	Synthesis of IP2, IP, and Ins in the cytosol
5812742	Sus scrofa	Synthesis of IP2, IP, and Ins in the cytosol
5870633	Bos taurus	Synthesis of IP2, IP, and Ins in the cytosol
5932339	Canis familiaris	Synthesis of IP2, IP, and Ins in the cytosol
5992234	Mus musculus	Synthesis of IP2, IP, and Ins in the cytosol
6052744	Rattus norvegicus	Synthesis of IP2, IP, and Ins in the cytosol
6097045	Gallus gallus	Synthesis of IP2, IP, and Ins in the cytosol
6140279	Taeniopygia guttata	Synthesis of IP2, IP, and Ins in the cytosol
6196427	Xenopus tropicalis	Synthesis of IP2, IP, and Ins in the cytosol
6273630	Danio rerio	Synthesis of IP2, IP, and Ins in the cytosol
6323532	Drosophila melanogaster	Synthesis of IP2, IP, and Ins in the cytosol
6351162	Arabidopsis thaliana	Synthesis of IP2, IP, and Ins in the cytosol
6379130	Oryza sativa	Synthesis of IP2, IP, and Ins in the cytosol
1855204	Homo sapiens	Synthesis of IP3 and IP4 in the cytosol
5695573	Dictyostelium discoideum	Synthesis of IP3 and IP4 in the cytosol
5699572	Plasmodium falciparum	Synthesis of IP3 and IP4 in the cytosol
5709603	Schizosaccharomyces pombe	Synthesis of IP3 and IP4 in the cytosol
5720000	Saccharomyces cerevisiae	Synthesis of IP3 and IP4 in the cytosol
5752366	Caenorhabditis elegans	Synthesis of IP3 and IP4 in the cytosol
5812740	Sus scrofa	Synthesis of IP3 and IP4 in the cytosol
5870631	Bos taurus	Synthesis of IP3 and IP4 in the cytosol
5932337	Canis familiaris	Synthesis of IP3 and IP4 in the cytosol
5992232	Mus musculus	Synthesis of IP3 and IP4 in the cytosol
6052742	Rattus norvegicus	Synthesis of IP3 and IP4 in the cytosol
6097043	Gallus gallus	Synthesis of IP3 and IP4 in the cytosol
6140277	Taeniopygia guttata	Synthesis of IP3 and IP4 in the cytosol
6196425	Xenopus tropicalis	Synthesis of IP3 and IP4 in the cytosol
6273628	Danio rerio	Synthesis of IP3 and IP4 in the cytosol
6323537	Drosophila melanogaster	Synthesis of IP3 and IP4 in the cytosol
6351164	Arabidopsis thaliana	Synthesis of IP3 and IP4 in the cytosol
6379132	Oryza sativa	Synthesis of IP3 and IP4 in the cytosol
1855231	Homo sapiens	Synthesis of IPs in the ER lumen
5695574	Dictyostelium discoideum	Synthesis of IPs in the ER lumen
5812745	Sus scrofa	Synthesis of IPs in the ER lumen
5870636	Bos taurus	Synthesis of IPs in the ER lumen
5932342	Canis familiaris	Synthesis of IPs in the ER lumen
5992237	Mus musculus	Synthesis of IPs in the ER lumen
6052747	Rattus norvegicus	Synthesis of IPs in the ER lumen
6097048	Gallus gallus	Synthesis of IPs in the ER lumen
6140282	Taeniopygia guttata	Synthesis of IPs in the ER lumen
6196430	Xenopus tropicalis	Synthesis of IPs in the ER lumen
6273633	Danio rerio	Synthesis of IPs in the ER lumen
6323536	Drosophila melanogaster	Synthesis of IPs in the ER lumen
6351166	Arabidopsis thaliana	Synthesis of IPs in the ER lumen
6379134	Oryza sativa	Synthesis of IPs in the ER lumen
1855191	Homo sapiens	Synthesis of IPs in the nucleus
5695571	Dictyostelium discoideum	Synthesis of IPs in the nucleus
5699568	Plasmodium falciparum	Synthesis of IPs in the nucleus
5709599	Schizosaccharomyces pombe	Synthesis of IPs in the nucleus
5719998	Saccharomyces cerevisiae	Synthesis of IPs in the nucleus
5752369	Caenorhabditis elegans	Synthesis of IPs in the nucleus
5812743	Sus scrofa	Synthesis of IPs in the nucleus
5870634	Bos taurus	Synthesis of IPs in the nucleus
5932340	Canis familiaris	Synthesis of IPs in the nucleus
5992235	Mus musculus	Synthesis of IPs in the nucleus
6052745	Rattus norvegicus	Synthesis of IPs in the nucleus
6097046	Gallus gallus	Synthesis of IPs in the nucleus
6140280	Taeniopygia guttata	Synthesis of IPs in the nucleus
6196428	Xenopus tropicalis	Synthesis of IPs in the nucleus
6273631	Danio rerio	Synthesis of IPs in the nucleus
6323534	Drosophila melanogaster	Synthesis of IPs in the nucleus
6351167	Arabidopsis thaliana	Synthesis of IPs in the nucleus
6379135	Oryza sativa	Synthesis of IPs in the nucleus
77111	Homo sapiens	Synthesis of Ketone Bodies
5694950	Dictyostelium discoideum	Synthesis of Ketone Bodies
5709106	Schizosaccharomyces pombe	Synthesis of Ketone Bodies
5719494	Saccharomyces cerevisiae	Synthesis of Ketone Bodies
5751578	Caenorhabditis elegans	Synthesis of Ketone Bodies
5811659	Sus scrofa	Synthesis of Ketone Bodies
5869527	Bos taurus	Synthesis of Ketone Bodies
5931239	Canis familiaris	Synthesis of Ketone Bodies
5991118	Mus musculus	Synthesis of Ketone Bodies
6051636	Rattus norvegicus	Synthesis of Ketone Bodies
6096000	Gallus gallus	Synthesis of Ketone Bodies
6139240	Taeniopygia guttata	Synthesis of Ketone Bodies
6195355	Xenopus tropicalis	Synthesis of Ketone Bodies
6272555	Danio rerio	Synthesis of Ketone Bodies
6322654	Drosophila melanogaster	Synthesis of Ketone Bodies
6350587	Arabidopsis thaliana	Synthesis of Ketone Bodies
6378560	Oryza sativa	Synthesis of Ketone Bodies
2142691	Homo sapiens	Synthesis of Leukotrienes (LT) and Eoxins (EX)
5695364	Dictyostelium discoideum	Synthesis of Leukotrienes (LT) and Eoxins (EX)
5699450	Plasmodium falciparum	Synthesis of Leukotrienes (LT) and Eoxins (EX)
5709427	Schizosaccharomyces pombe	Synthesis of Leukotrienes (LT) and Eoxins (EX)
5719823	Saccharomyces cerevisiae	Synthesis of Leukotrienes (LT) and Eoxins (EX)
5752038	Caenorhabditis elegans	Synthesis of Leukotrienes (LT) and Eoxins (EX)
5812311	Sus scrofa	Synthesis of Leukotrienes (LT) and Eoxins (EX)
5870197	Bos taurus	Synthesis of Leukotrienes (LT) and Eoxins (EX)
5931905	Canis familiaris	Synthesis of Leukotrienes (LT) and Eoxins (EX)
5991794	Mus musculus	Synthesis of Leukotrienes (LT) and Eoxins (EX)
6052306	Rattus norvegicus	Synthesis of Leukotrienes (LT) and Eoxins (EX)
6096616	Gallus gallus	Synthesis of Leukotrienes (LT) and Eoxins (EX)
6139870	Taeniopygia guttata	Synthesis of Leukotrienes (LT) and Eoxins (EX)
6196024	Xenopus tropicalis	Synthesis of Leukotrienes (LT) and Eoxins (EX)
6273199	Danio rerio	Synthesis of Leukotrienes (LT) and Eoxins (EX)
6323204	Drosophila melanogaster	Synthesis of Leukotrienes (LT) and Eoxins (EX)
6350969	Arabidopsis thaliana	Synthesis of Leukotrienes (LT) and Eoxins (EX)
6378944	Oryza sativa	Synthesis of Leukotrienes (LT) and Eoxins (EX)
2142700	Homo sapiens	Synthesis of Lipoxins (LX)
5695588	Dictyostelium discoideum	Synthesis of Lipoxins (LX)
5709611	Schizosaccharomyces pombe	Synthesis of Lipoxins (LX)
5812771	Sus scrofa	Synthesis of Lipoxins (LX)
5870660	Bos taurus	Synthesis of Lipoxins (LX)
5932366	Canis familiaris	Synthesis of Lipoxins (LX)
5992262	Mus musculus	Synthesis of Lipoxins (LX)
6052771	Rattus norvegicus	Synthesis of Lipoxins (LX)
6097072	Gallus gallus	Synthesis of Lipoxins (LX)
6140306	Taeniopygia guttata	Synthesis of Lipoxins (LX)
6196459	Xenopus tropicalis	Synthesis of Lipoxins (LX)
6273660	Danio rerio	Synthesis of Lipoxins (LX)
6323560	Drosophila melanogaster	Synthesis of Lipoxins (LX)
6351180	Arabidopsis thaliana	Synthesis of Lipoxins (LX)
6379148	Oryza sativa	Synthesis of Lipoxins (LX)
1483166	Homo sapiens	Synthesis of PA
5695035	Dictyostelium discoideum	Synthesis of PA
5699336	Plasmodium falciparum	Synthesis of PA
5709143	Schizosaccharomyces pombe	Synthesis of PA
5719530	Saccharomyces cerevisiae	Synthesis of PA
5751675	Caenorhabditis elegans	Synthesis of PA
5811777	Sus scrofa	Synthesis of PA
5869648	Bos taurus	Synthesis of PA
5931356	Canis familiaris	Synthesis of PA
5991241	Mus musculus	Synthesis of PA
6051756	Rattus norvegicus	Synthesis of PA
6096112	Gallus gallus	Synthesis of PA
6139354	Taeniopygia guttata	Synthesis of PA
6195476	Xenopus tropicalis	Synthesis of PA
6272671	Danio rerio	Synthesis of PA
6322762	Drosophila melanogaster	Synthesis of PA
6350675	Arabidopsis thaliana	Synthesis of PA
6378642	Oryza sativa	Synthesis of PA
1483191	Homo sapiens	Synthesis of PC
5695387	Dictyostelium discoideum	Synthesis of PC
5699560	Plasmodium falciparum	Synthesis of PC
5709579	Schizosaccharomyces pombe	Synthesis of PC
5719821	Saccharomyces cerevisiae	Synthesis of PC
5752044	Caenorhabditis elegans	Synthesis of PC
5812321	Sus scrofa	Synthesis of PC
5870207	Bos taurus	Synthesis of PC
5931914	Canis familiaris	Synthesis of PC
5991803	Mus musculus	Synthesis of PC
6052316	Rattus norvegicus	Synthesis of PC
6096627	Gallus gallus	Synthesis of PC
6139864	Taeniopygia guttata	Synthesis of PC
6196019	Xenopus tropicalis	Synthesis of PC
6273209	Danio rerio	Synthesis of PC
6323210	Drosophila melanogaster	Synthesis of PC
6351057	Arabidopsis thaliana	Synthesis of PC
6379026	Oryza sativa	Synthesis of PC
1483213	Homo sapiens	Synthesis of PE
5695547	Dictyostelium discoideum	Synthesis of PE
5699561	Plasmodium falciparum	Synthesis of PE
5709580	Schizosaccharomyces pombe	Synthesis of PE
5719978	Saccharomyces cerevisiae	Synthesis of PE
5752337	Caenorhabditis elegans	Synthesis of PE
5812704	Sus scrofa	Synthesis of PE
5870592	Bos taurus	Synthesis of PE
5932298	Canis familiaris	Synthesis of PE
5992193	Mus musculus	Synthesis of PE
6052704	Rattus norvegicus	Synthesis of PE
6097004	Gallus gallus	Synthesis of PE
6140240	Taeniopygia guttata	Synthesis of PE
6196388	Xenopus tropicalis	Synthesis of PE
6273592	Danio rerio	Synthesis of PE
6323497	Drosophila melanogaster	Synthesis of PE
6351140	Arabidopsis thaliana	Synthesis of PE
6379108	Oryza sativa	Synthesis of PE
1483148	Homo sapiens	Synthesis of PG
5695546	Dictyostelium discoideum	Synthesis of PG
5699559	Plasmodium falciparum	Synthesis of PG
5709578	Schizosaccharomyces pombe	Synthesis of PG
5719977	Saccharomyces cerevisiae	Synthesis of PG
5752336	Caenorhabditis elegans	Synthesis of PG
5812703	Sus scrofa	Synthesis of PG
5870591	Bos taurus	Synthesis of PG
5932297	Canis familiaris	Synthesis of PG
5992192	Mus musculus	Synthesis of PG
6052703	Rattus norvegicus	Synthesis of PG
6097003	Gallus gallus	Synthesis of PG
6140239	Taeniopygia guttata	Synthesis of PG
6196387	Xenopus tropicalis	Synthesis of PG
6273591	Danio rerio	Synthesis of PG
6323496	Drosophila melanogaster	Synthesis of PG
6351146	Arabidopsis thaliana	Synthesis of PG
6379114	Oryza sativa	Synthesis of PG
1483226	Homo sapiens	Synthesis of PI
5695548	Dictyostelium discoideum	Synthesis of PI
5699562	Plasmodium falciparum	Synthesis of PI
5709581	Schizosaccharomyces pombe	Synthesis of PI
5719979	Saccharomyces cerevisiae	Synthesis of PI
5752338	Caenorhabditis elegans	Synthesis of PI
5812705	Sus scrofa	Synthesis of PI
5870593	Bos taurus	Synthesis of PI
5932299	Canis familiaris	Synthesis of PI
5992194	Mus musculus	Synthesis of PI
6052705	Rattus norvegicus	Synthesis of PI
6097010	Gallus gallus	Synthesis of PI
6140246	Taeniopygia guttata	Synthesis of PI
6196389	Xenopus tropicalis	Synthesis of PI
6273593	Danio rerio	Synthesis of PI
6323498	Drosophila melanogaster	Synthesis of PI
6351141	Arabidopsis thaliana	Synthesis of PI
6379109	Oryza sativa	Synthesis of PI
1660516	Homo sapiens	Synthesis of PIPs at the early endosome membrane
5695564	Dictyostelium discoideum	Synthesis of PIPs at the early endosome membrane
5709597	Schizosaccharomyces pombe	Synthesis of PIPs at the early endosome membrane
5719994	Saccharomyces cerevisiae	Synthesis of PIPs at the early endosome membrane
5752359	Caenorhabditis elegans	Synthesis of PIPs at the early endosome membrane
5812735	Sus scrofa	Synthesis of PIPs at the early endosome membrane
5870625	Bos taurus	Synthesis of PIPs at the early endosome membrane
5932331	Canis familiaris	Synthesis of PIPs at the early endosome membrane
5992226	Mus musculus	Synthesis of PIPs at the early endosome membrane
6052736	Rattus norvegicus	Synthesis of PIPs at the early endosome membrane
6097039	Gallus gallus	Synthesis of PIPs at the early endosome membrane
6140273	Taeniopygia guttata	Synthesis of PIPs at the early endosome membrane
6196419	Xenopus tropicalis	Synthesis of PIPs at the early endosome membrane
6273620	Danio rerio	Synthesis of PIPs at the early endosome membrane
6323525	Drosophila melanogaster	Synthesis of PIPs at the early endosome membrane
6351159	Arabidopsis thaliana	Synthesis of PIPs at the early endosome membrane
6379127	Oryza sativa	Synthesis of PIPs at the early endosome membrane
1483248	Homo sapiens	Synthesis of PIPs at the ER membrane
5695562	Dictyostelium discoideum	Synthesis of PIPs at the ER membrane
5709595	Schizosaccharomyces pombe	Synthesis of PIPs at the ER membrane
5719992	Saccharomyces cerevisiae	Synthesis of PIPs at the ER membrane
5752357	Caenorhabditis elegans	Synthesis of PIPs at the ER membrane
5812733	Sus scrofa	Synthesis of PIPs at the ER membrane
5870623	Bos taurus	Synthesis of PIPs at the ER membrane
5932329	Canis familiaris	Synthesis of PIPs at the ER membrane
5992223	Mus musculus	Synthesis of PIPs at the ER membrane
6052734	Rattus norvegicus	Synthesis of PIPs at the ER membrane
6097037	Gallus gallus	Synthesis of PIPs at the ER membrane
6140271	Taeniopygia guttata	Synthesis of PIPs at the ER membrane
6196417	Xenopus tropicalis	Synthesis of PIPs at the ER membrane
6273618	Danio rerio	Synthesis of PIPs at the ER membrane
6323523	Drosophila melanogaster	Synthesis of PIPs at the ER membrane
6351157	Arabidopsis thaliana	Synthesis of PIPs at the ER membrane
6379125	Oryza sativa	Synthesis of PIPs at the ER membrane
1660514	Homo sapiens	Synthesis of PIPs at the Golgi membrane
5695563	Dictyostelium discoideum	Synthesis of PIPs at the Golgi membrane
5699566	Plasmodium falciparum	Synthesis of PIPs at the Golgi membrane
5709596	Schizosaccharomyces pombe	Synthesis of PIPs at the Golgi membrane
5719993	Saccharomyces cerevisiae	Synthesis of PIPs at the Golgi membrane
5752358	Caenorhabditis elegans	Synthesis of PIPs at the Golgi membrane
5812734	Sus scrofa	Synthesis of PIPs at the Golgi membrane
5870624	Bos taurus	Synthesis of PIPs at the Golgi membrane
5932330	Canis familiaris	Synthesis of PIPs at the Golgi membrane
5992224	Mus musculus	Synthesis of PIPs at the Golgi membrane
6052735	Rattus norvegicus	Synthesis of PIPs at the Golgi membrane
6097038	Gallus gallus	Synthesis of PIPs at the Golgi membrane
6140272	Taeniopygia guttata	Synthesis of PIPs at the Golgi membrane
6196418	Xenopus tropicalis	Synthesis of PIPs at the Golgi membrane
6273619	Danio rerio	Synthesis of PIPs at the Golgi membrane
6323524	Drosophila melanogaster	Synthesis of PIPs at the Golgi membrane
6351158	Arabidopsis thaliana	Synthesis of PIPs at the Golgi membrane
6379126	Oryza sativa	Synthesis of PIPs at the Golgi membrane
1660517	Homo sapiens	Synthesis of PIPs at the late endosome membrane
5695561	Dictyostelium discoideum	Synthesis of PIPs at the late endosome membrane
5709594	Schizosaccharomyces pombe	Synthesis of PIPs at the late endosome membrane
5719991	Saccharomyces cerevisiae	Synthesis of PIPs at the late endosome membrane
5752356	Caenorhabditis elegans	Synthesis of PIPs at the late endosome membrane
5812732	Sus scrofa	Synthesis of PIPs at the late endosome membrane
5870622	Bos taurus	Synthesis of PIPs at the late endosome membrane
5932328	Canis familiaris	Synthesis of PIPs at the late endosome membrane
5992222	Mus musculus	Synthesis of PIPs at the late endosome membrane
6052733	Rattus norvegicus	Synthesis of PIPs at the late endosome membrane
6097036	Gallus gallus	Synthesis of PIPs at the late endosome membrane
6140270	Taeniopygia guttata	Synthesis of PIPs at the late endosome membrane
6196416	Xenopus tropicalis	Synthesis of PIPs at the late endosome membrane
6273617	Danio rerio	Synthesis of PIPs at the late endosome membrane
6323522	Drosophila melanogaster	Synthesis of PIPs at the late endosome membrane
6351156	Arabidopsis thaliana	Synthesis of PIPs at the late endosome membrane
6379124	Oryza sativa	Synthesis of PIPs at the late endosome membrane
1660499	Homo sapiens	Synthesis of PIPs at the plasma membrane
5695560	Dictyostelium discoideum	Synthesis of PIPs at the plasma membrane
5699564	Plasmodium falciparum	Synthesis of PIPs at the plasma membrane
5709592	Schizosaccharomyces pombe	Synthesis of PIPs at the plasma membrane
5719989	Saccharomyces cerevisiae	Synthesis of PIPs at the plasma membrane
5752355	Caenorhabditis elegans	Synthesis of PIPs at the plasma membrane
5812731	Sus scrofa	Synthesis of PIPs at the plasma membrane
5870621	Bos taurus	Synthesis of PIPs at the plasma membrane
5932327	Canis familiaris	Synthesis of PIPs at the plasma membrane
5992221	Mus musculus	Synthesis of PIPs at the plasma membrane
6052732	Rattus norvegicus	Synthesis of PIPs at the plasma membrane
6097035	Gallus gallus	Synthesis of PIPs at the plasma membrane
6140269	Taeniopygia guttata	Synthesis of PIPs at the plasma membrane
6196415	Xenopus tropicalis	Synthesis of PIPs at the plasma membrane
6273616	Danio rerio	Synthesis of PIPs at the plasma membrane
6323521	Drosophila melanogaster	Synthesis of PIPs at the plasma membrane
6351154	Arabidopsis thaliana	Synthesis of PIPs at the plasma membrane
6379122	Oryza sativa	Synthesis of PIPs at the plasma membrane
2162123	Homo sapiens	Synthesis of Prostaglandins (PG) and Thromboxanes (TX)
5695587	Dictyostelium discoideum	Synthesis of Prostaglandins (PG) and Thromboxanes (TX)
5699577	Plasmodium falciparum	Synthesis of Prostaglandins (PG) and Thromboxanes (TX)
5709609	Schizosaccharomyces pombe	Synthesis of Prostaglandins (PG) and Thromboxanes (TX)
5720010	Saccharomyces cerevisiae	Synthesis of Prostaglandins (PG) and Thromboxanes (TX)
5752388	Caenorhabditis elegans	Synthesis of Prostaglandins (PG) and Thromboxanes (TX)
5811797	Sus scrofa	Synthesis of Prostaglandins (PG) and Thromboxanes (TX)
5869668	Bos taurus	Synthesis of Prostaglandins (PG) and Thromboxanes (TX)
5931376	Canis familiaris	Synthesis of Prostaglandins (PG) and Thromboxanes (TX)
5991261	Mus musculus	Synthesis of Prostaglandins (PG) and Thromboxanes (TX)
6051776	Rattus norvegicus	Synthesis of Prostaglandins (PG) and Thromboxanes (TX)
6096129	Gallus gallus	Synthesis of Prostaglandins (PG) and Thromboxanes (TX)
6139372	Taeniopygia guttata	Synthesis of Prostaglandins (PG) and Thromboxanes (TX)
6195496	Xenopus tropicalis	Synthesis of Prostaglandins (PG) and Thromboxanes (TX)
6272691	Danio rerio	Synthesis of Prostaglandins (PG) and Thromboxanes (TX)
6323559	Drosophila melanogaster	Synthesis of Prostaglandins (PG) and Thromboxanes (TX)
6351179	Arabidopsis thaliana	Synthesis of Prostaglandins (PG) and Thromboxanes (TX)
6379147	Oryza sativa	Synthesis of Prostaglandins (PG) and Thromboxanes (TX)
1483101	Homo sapiens	Synthesis of PS
5695551	Dictyostelium discoideum	Synthesis of PS
5699563	Plasmodium falciparum	Synthesis of PS
5752344	Caenorhabditis elegans	Synthesis of PS
5812710	Sus scrofa	Synthesis of PS
5870598	Bos taurus	Synthesis of PS
5932303	Canis familiaris	Synthesis of PS
5992198	Mus musculus	Synthesis of PS
6052709	Rattus norvegicus	Synthesis of PS
6097008	Gallus gallus	Synthesis of PS
6140244	Taeniopygia guttata	Synthesis of PS
6196393	Xenopus tropicalis	Synthesis of PS
6273597	Danio rerio	Synthesis of PS
6323504	Drosophila melanogaster	Synthesis of PS
6351143	Arabidopsis thaliana	Synthesis of PS
6379111	Oryza sativa	Synthesis of PS
1855167	Homo sapiens	Synthesis of pyrophosphates in the cytosol
5695572	Dictyostelium discoideum	Synthesis of pyrophosphates in the cytosol
5699570	Plasmodium falciparum	Synthesis of pyrophosphates in the cytosol
5709601	Schizosaccharomyces pombe	Synthesis of pyrophosphates in the cytosol
5719999	Saccharomyces cerevisiae	Synthesis of pyrophosphates in the cytosol
5752370	Caenorhabditis elegans	Synthesis of pyrophosphates in the cytosol
5812744	Sus scrofa	Synthesis of pyrophosphates in the cytosol
5870635	Bos taurus	Synthesis of pyrophosphates in the cytosol
5932341	Canis familiaris	Synthesis of pyrophosphates in the cytosol
5992236	Mus musculus	Synthesis of pyrophosphates in the cytosol
6052746	Rattus norvegicus	Synthesis of pyrophosphates in the cytosol
6097047	Gallus gallus	Synthesis of pyrophosphates in the cytosol
6140281	Taeniopygia guttata	Synthesis of pyrophosphates in the cytosol
6196429	Xenopus tropicalis	Synthesis of pyrophosphates in the cytosol
6273632	Danio rerio	Synthesis of pyrophosphates in the cytosol
6323535	Drosophila melanogaster	Synthesis of pyrophosphates in the cytosol
6351165	Arabidopsis thaliana	Synthesis of pyrophosphates in the cytosol
6379133	Oryza sativa	Synthesis of pyrophosphates in the cytosol
446219	Homo sapiens	Synthesis of substrates in N-glycan biosythesis
5695220	Dictyostelium discoideum	Synthesis of substrates in N-glycan biosythesis
5699512	Plasmodium falciparum	Synthesis of substrates in N-glycan biosythesis
5709371	Schizosaccharomyces pombe	Synthesis of substrates in N-glycan biosythesis
5719758	Saccharomyces cerevisiae	Synthesis of substrates in N-glycan biosythesis
5751935	Caenorhabditis elegans	Synthesis of substrates in N-glycan biosythesis
5812022	Sus scrofa	Synthesis of substrates in N-glycan biosythesis
5869900	Bos taurus	Synthesis of substrates in N-glycan biosythesis
5931605	Canis familiaris	Synthesis of substrates in N-glycan biosythesis
5991497	Mus musculus	Synthesis of substrates in N-glycan biosythesis
6052009	Rattus norvegicus	Synthesis of substrates in N-glycan biosythesis
6096493	Gallus gallus	Synthesis of substrates in N-glycan biosythesis
6139731	Taeniopygia guttata	Synthesis of substrates in N-glycan biosythesis
6195723	Xenopus tropicalis	Synthesis of substrates in N-glycan biosythesis
6272919	Danio rerio	Synthesis of substrates in N-glycan biosythesis
6323088	Drosophila melanogaster	Synthesis of substrates in N-glycan biosythesis
6350890	Arabidopsis thaliana	Synthesis of substrates in N-glycan biosythesis
6378863	Oryza sativa	Synthesis of substrates in N-glycan biosythesis
446210	Homo sapiens	Synthesis of UDP-N-acetyl-glucosamine
5695470	Dictyostelium discoideum	Synthesis of UDP-N-acetyl-glucosamine
5699511	Plasmodium falciparum	Synthesis of UDP-N-acetyl-glucosamine
5709509	Schizosaccharomyces pombe	Synthesis of UDP-N-acetyl-glucosamine
5719909	Saccharomyces cerevisiae	Synthesis of UDP-N-acetyl-glucosamine
5752200	Caenorhabditis elegans	Synthesis of UDP-N-acetyl-glucosamine
5812537	Sus scrofa	Synthesis of UDP-N-acetyl-glucosamine
